SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1540,5,3,Urban,1954,263383.9744
2375,3,1,Urban,1980,261518.5824
2535,2,2,Suburb,1995,198351.9114
2801,2,2,Suburb,2016,326095.1059
1012,2,2,Rural,2010,173265
2582,3,2,Suburb,1974,268434.3929
1150,5,3,Urban,2007,237975.5519
2073,5,1,Urban,1965,233405.1563
2238,4,1,Urban,2016,264386.6845
1990,5,3,Urban,1985,300389.7909
1643,4,1,Suburb,1980,159257.0343
1371,2,1,Urban,1956,156116.1588
2136,5,1,Urban,1954,158962.7273
1251,4,3,Suburb,1963,164895.8302
2986,4,3,Urban,1958,321355.6633
2364,3,1,Rural,2019,250207.2499
1052,2,3,Suburb,1987,158884.8448
2153,5,3,Urban,1950,201924.1771
2859,5,3,Suburb,1981,311432.3128
1192,5,2,Urban,1963,200781.1911
1590,4,3,Rural,1968,259939.6115
2080,5,2,Urban,1990,220529.4358
1096,5,1,Rural,2011,227145.6637
1197,5,1,Rural,1969,232349.5204
2670,2,1,Rural,1982,250127.1105
1146,2,3,Suburb,1970,141175.216
2707,4,2,Rural,1979,328423.5762
2598,3,3,Rural,1978,233679.9612
2600,5,1,Rural,2008,231447.9447
2318,5,2,Suburb,1970,277703.3678
1722,4,3,Rural,2003,225970.4387
2644,5,3,Rural,2020,289846.5805
2817,3,1,Urban,1951,251382.9747
1683,4,3,Rural,2002,232655.264
2035,2,3,Suburb,2007,213247.5739
2941,3,1,Urban,1970,319768.7662
1332,5,2,Suburb,1990,110324.72
2243,3,3,Urban,1993,273111.2883
2421,2,1,Rural,2001,259922.6599
2365,4,3,Rural,1978,244890.9357
2821,3,2,Rural,2019,214500.902
1511,4,2,Rural,1999,263492.0685
1171,4,1,Suburb,2015,98426.17083
2491,5,1,Rural,1968,381370.0643
2771,5,3,Urban,2013,302091.4706
2189,4,1,Rural,1951,288861.5224
2722,2,1,Suburb,2017,322239.7779
2193,4,1,Suburb,1963,183040.4237
1563,2,3,Rural,2007,260305.8104
1511,3,1,Rural,1999,159499.7602
2854,4,2,Rural,1968,356639.5316
2212,3,1,Suburb,2017,129128.3197
2143,4,3,Suburb,1993,218681.7626
1104,3,3,Urban,1981,130351.8305
1673,2,2,Rural,1983,224770.944
1806,3,2,Suburb,2010,199651.782
2064,3,3,Rural,1980,318457.4164
1888,5,3,Rural,1998,135131.14
1875,4,3,Urban,1961,171181.204
1676,4,3,Urban,1982,160008.3336
1320,4,2,Suburb,1967,98655.43923
2909,4,3,Urban,2003,309583.1939
1334,5,2,Suburb,1964,76388.2713
2183,2,3,Rural,2002,168983.0397
1263,3,2,Suburb,1957,48561.75642
1864,3,3,Urban,2001,249591.969
2553,2,1,Suburb,2017,226468.8327
2708,3,3,Rural,1987,284161.7884
2500,5,2,Rural,1967,298731.5665
1351,4,3,Rural,2015,144376.9756
2568,4,3,Suburb,1973,186488.8917
2796,5,1,Rural,1963,342464.9248
2233,4,3,Urban,1996,236007.4702
2519,3,1,Suburb,1980,362686.5481
2918,2,3,Suburb,2009,309865.7785
2865,2,1,Rural,1950,307784.4265
2405,3,1,Urban,1954,235022.9224
1675,2,1,Suburb,1999,186948.0307
2504,2,3,Suburb,1967,318195.5741
1918,4,1,Suburb,1967,290030.3988
2959,3,3,Rural,2020,371275.2564
1004,5,2,Urban,2012,14683.97846
1033,2,3,Suburb,2007,92600.57519
2815,3,3,Urban,1968,255231.1141
2168,5,2,Rural,1976,275758.4305
1350,5,1,Rural,1952,114075.8179
1582,4,3,Urban,1978,192135.4321
1464,4,3,Urban,1958,125817.0086
1347,2,3,Rural,2011,190346.6179
2765,3,1,Urban,1966,326979.4979
1124,3,1,Urban,1987,130864.1345
2813,4,2,Suburb,2002,348820.3151
2294,4,3,Urban,1989,314603.8883
1356,4,2,Rural,2018,163343.7959
1526,2,1,Rural,2012,214085.2326
2777,3,1,Rural,2017,368731.157
1497,2,2,Urban,1982,189401.6833
2176,3,1,Urban,1979,228200.4448
1052,4,3,Suburb,1999,180973.2106
1148,2,1,Suburb,1972,160232.5678
1502,5,1,Urban,1964,126190.8681
1869,2,2,Urban,2010,174921.6176
2473,2,1,Urban,2019,328940.0024
1218,5,1,Suburb,1987,159208.4723
2648,5,2,Rural,1962,317922.2968
2823,4,3,Rural,1985,302008.596
2300,5,2,Suburb,1997,335633.1112
1451,5,3,Urban,1989,138922.5534
2451,2,3,Urban,1955,311400.6152
1082,2,2,Suburb,1985,172983.6338
2985,4,2,Rural,1974,392480.9726
2241,5,2,Suburb,1999,261351.7011
1737,3,1,Rural,2017,238410.719
2805,2,3,Suburb,2002,339803.7538
1526,4,3,Suburb,2011,169655.9208
1403,2,3,Rural,1973,191456.449
1289,2,2,Urban,1971,160913.9678
1419,3,3,Suburb,1950,241622.1179
1338,4,3,Suburb,2017,157623.5294
1776,3,3,Urban,1976,244214.8358
1710,3,3,Rural,1987,230902.3112
2693,4,2,Suburb,1982,253338.6261
2868,5,1,Urban,1956,289399.7853
1986,3,1,Urban,1955,170857.5991
1958,5,2,Urban,1962,249630.0328
2442,2,1,Rural,1963,303071.7171
2932,4,3,Suburb,2004,349038.1863
2230,4,1,Suburb,1962,291441.6973
1685,2,1,Urban,1951,208868.4947
2719,2,3,Urban,1992,225069.0223
2288,2,3,Urban,1976,258698.5731
2781,3,3,Rural,2002,327505.1114
2059,3,2,Suburb,1956,279954.2472
1372,3,1,Urban,2004,180943.6124
2511,3,2,Suburb,1971,317949.0952
2282,3,2,Rural,2005,280011.3903
1993,5,3,Rural,1986,244870.6061
1530,5,1,Urban,1992,90106.87806
1923,3,2,Suburb,2003,230299.151
1022,4,3,Urban,2004,177742.6183
1103,4,2,Suburb,2000,75641.81806
1240,5,1,Suburb,2008,104634.2329
2004,5,3,Urban,1970,274486.8892
1902,4,2,Rural,2002,268981.1111
2896,4,1,Suburb,2000,241537.8874
2739,4,1,Suburb,1995,294674.9513
2276,5,2,Urban,2012,293739.234
2165,5,1,Suburb,1999,226576.7255
1813,4,3,Urban,1998,222550.9557
1654,5,3,Urban,1967,94814.66579
2474,3,3,Rural,1973,324605.2645
1782,4,3,Urban,1965,175979.235
1306,2,2,Rural,2014,170895.3155
2523,4,2,Suburb,1983,256047.8122
2645,5,1,Urban,1978,188126.1065
1007,2,1,Urban,1964,30343.71585
2092,2,1,Suburb,1950,216692.1749
2725,4,3,Suburb,1997,310559.5802
2714,3,2,Suburb,2002,317897.9388
1574,3,2,Suburb,1993,163460.5115
2091,5,1,Urban,2000,151205.3467
2741,2,2,Rural,1954,222086.6259
1911,3,2,Rural,1980,181543.3382
2431,5,1,Rural,1971,263481.0383
1517,2,2,Suburb,1956,199789.0295
2142,5,3,Suburb,1979,237249.2196
2848,3,2,Suburb,1989,260008.6037
2054,5,3,Rural,1986,186000.9446
2541,5,3,Suburb,1967,302010.217
1482,3,1,Urban,2011,180855.8512
1206,3,1,Rural,1951,118103.1986
1668,5,1,Urban,1983,169174.4953
1578,3,2,Suburb,1973,166792.352
2994,4,1,Suburb,1993,411973.1205
1386,4,3,Suburb,1959,122858.9155
1411,4,1,Rural,2009,83306.48872
2865,2,3,Urban,1980,286774.0224
2393,4,3,Urban,1956,285465.9476
2376,4,2,Rural,1998,228110.7834
2967,4,3,Rural,1991,369236.9466
2359,3,2,Urban,2000,184374.1748
1890,3,2,Rural,1960,196772.9871
1905,3,1,Rural,2005,203622.1792
2312,3,2,Rural,2007,263672.4579
1962,3,3,Suburb,1971,216909.1163
1964,4,3,Suburb,1951,209411.198
1139,4,3,Suburb,1953,98515.15087
2976,3,3,Urban,1982,327435.5501
1299,5,3,Rural,2008,95320.57819
2036,3,1,Suburb,1950,149329.4484
1663,4,1,Urban,1995,139988.3907
2451,4,2,Suburb,1992,236542.8979
1824,3,3,Urban,1951,212716.9284
2887,2,3,Rural,1996,392138.4175
1399,5,2,Rural,2006,170665.1619
1991,3,1,Rural,2003,224517.3891
2132,4,2,Suburb,1970,220248.5163
2508,5,3,Urban,1965,306580.8719
2911,2,1,Rural,2010,283327.7125
2379,5,2,Urban,1984,220411.9603
1148,3,2,Urban,2007,105621.7504
2902,4,3,Urban,2020,296701.6998
2739,4,3,Rural,1990,361312.0734
1306,4,1,Rural,1989,162788.6746
2556,5,3,Rural,2002,352004.2242
2083,3,2,Rural,1953,212769.0631
1434,3,3,Rural,1985,189957.1252
1020,5,2,Rural,1964,144367.7436
1874,5,3,Rural,2014,159777.3391
1381,2,1,Rural,1977,173593.7239
1244,4,1,Suburb,1969,122024.8987
2925,5,1,Urban,2005,348397.2316
2096,4,3,Urban,2014,326971.2943
2472,2,1,Suburb,2011,233260.566
2099,3,2,Rural,2009,213610.6397
1697,4,3,Rural,1952,229368.4563
1589,5,1,Suburb,1966,204362.9173
1389,5,3,Urban,2005,122119.0653
2600,2,3,Suburb,1994,359019.6325
2365,4,2,Rural,2005,201703.9495
2313,3,3,Urban,1986,256102.4523
1567,3,3,Suburb,1984,241407.755
2354,5,3,Urban,2011,247922.7301
1258,2,2,Rural,1992,187191.6724
1425,5,1,Rural,2018,132634.5458
2725,5,1,Rural,2009,293392.1032
2029,5,3,Suburb,2004,202461.8944
1005,5,1,Rural,1967,180080.6467
1190,2,3,Urban,2000,161331.3354
1147,5,1,Urban,1961,122212.7357
1404,4,1,Suburb,1975,143601.9942
1257,5,2,Suburb,1993,208083.2512
1729,5,2,Suburb,2007,244035.6705
2502,3,2,Urban,1980,211125.0535
1089,3,1,Suburb,1983,130917.2209
1823,2,1,Suburb,2017,101486.8856
2887,2,1,Urban,2019,367194.9354
1009,4,1,Suburb,1998,200890.7537
2110,5,2,Rural,2003,194197.1226
2785,3,2,Urban,1985,372365.3377
1837,4,1,Suburb,1980,145933.3293
2174,4,1,Urban,1989,249373.3932
1987,2,2,Rural,2003,229637.0069
1624,3,1,Urban,2006,121294.8396
1029,5,3,Rural,1997,115126.0728
1127,2,2,Suburb,1969,148147.4825
2101,4,2,Rural,1973,138056.9708
1420,4,1,Rural,1986,259200.6534
2078,3,3,Rural,2004,235010.0458
2503,3,1,Rural,1973,200177.7583
1304,5,3,Urban,2019,111673.3949
1545,3,1,Urban,1999,224733.3643
2128,3,2,Rural,1962,267618.281
2195,2,2,Suburb,2009,257476.4138
2522,2,3,Urban,1995,235464.9568
1021,5,3,Rural,1995,139005.941
2310,2,1,Rural,1987,245599.5849
1390,5,2,Urban,2007,183616.4712
1616,2,1,Suburb,1970,236942.9175
1148,4,1,Rural,1950,202668.5667
2295,2,2,Suburb,1972,199358.8223
2811,5,3,Rural,1988,297154.8038
1298,2,2,Rural,1998,189231.0412
1171,3,2,Suburb,1952,155645.2947
1046,4,3,Urban,1961,300139.6732
1625,2,2,Suburb,1978,206439.3437
2810,4,3,Suburb,1969,344254.896
2839,4,2,Rural,2013,350540.6651
1206,4,3,Urban,1991,123292.369
1452,4,3,Suburb,1985,177968.8168
2418,3,1,Urban,1981,224402.0161
2998,3,2,Urban,1995,468493.8778
1924,5,1,Urban,2000,131062.122
1753,5,2,Suburb,1982,201185.2454
2324,5,1,Rural,2007,364614.9983
1707,5,1,Urban,1957,156978.9857
2008,4,1,Rural,2017,312874.1494
1675,4,1,Rural,2006,145954.1893
2199,4,1,Suburb,1995,180855.2177
1854,3,2,Suburb,2004,287229.0488
1782,3,1,Suburb,1981,176843.6268
2133,4,1,Suburb,1968,200681.8356
1683,4,2,Rural,1957,129333.6559
1962,4,3,Rural,1986,317796.7315
1863,4,2,Suburb,2007,277394.0015
2225,3,3,Rural,1986,220011.5858
1167,2,2,Suburb,1979,169974.6943
2637,5,1,Rural,1961,272744.83
1085,5,3,Rural,2007,96521.12526
2677,2,1,Suburb,1971,314579.1062
2982,3,3,Suburb,1972,306325.1662
1848,3,1,Rural,2015,199233.3135
2748,2,3,Rural,1985,348546.1303
2074,5,1,Suburb,2001,238530.7123
2135,5,3,Rural,2008,198322.4169
2486,2,3,Urban,2009,279048.2446
1441,2,1,Urban,2013,49762.91433
1270,4,2,Urban,1981,157515.5562
2600,2,2,Suburb,1998,285816.0664
1343,2,1,Suburb,2015,99382.86752
2206,5,1,Urban,1953,288022.796
1502,4,2,Rural,1957,144291.4837
2867,4,3,Rural,2014,312205.7018
2033,5,1,Suburb,1958,216249.6915
1493,5,1,Suburb,1976,237844.4154
2257,3,1,Suburb,1977,171601.3933
2321,4,1,Urban,1950,250632.3888
1243,2,2,Urban,1991,107993.4449
2532,4,2,Urban,1955,370186.2863
2374,3,1,Suburb,1984,252906.5278
1266,2,2,Urban,1964,86500.83236
2653,3,2,Rural,1959,262322.9103
2679,5,2,Urban,1995,359693.5568
1892,3,3,Suburb,2014,235200.5254
1200,5,1,Urban,1969,111211.7198
1238,3,1,Urban,1979,115360.3083
2357,5,1,Rural,1991,317845.9857
1914,4,1,Urban,1959,138969.7825
2438,5,2,Urban,2001,310370.7106
1968,4,2,Suburb,1972,229765.3735
1483,5,3,Rural,1969,133119.89
2460,3,1,Rural,1983,283572.8134
1245,3,3,Urban,1987,106053.5114
2881,3,3,Rural,1950,231112.0793
2031,5,3,Suburb,1968,224099.554
1151,5,3,Rural,2013,133317.3504
2415,3,2,Urban,1991,341944.9854
1210,4,3,Urban,1994,96198.83897
1366,5,2,Urban,1994,74619.25611
1943,4,2,Suburb,1966,146551.533
2693,5,3,Suburb,2014,301804.1135
2593,3,1,Rural,2009,227798.28
1085,4,2,Urban,2002,72238.22106
2078,2,1,Suburb,1982,206072.2851
2736,5,2,Suburb,1979,278152.8131
2657,4,2,Rural,1963,332761.3102
1445,3,3,Urban,1989,211334.3524
1619,4,3,Rural,2003,167243.5593
1303,2,1,Urban,2020,136895.1944
1131,2,2,Urban,1970,236694.6913
2444,4,1,Rural,1999,398842.1691
1903,2,3,Suburb,2002,340654.8767
2408,5,3,Urban,1957,285041.3591
1987,2,1,Urban,1991,197717.0737
2221,4,1,Suburb,1965,179338.837
1046,4,2,Suburb,1997,180963.4946
2763,5,1,Rural,1976,324711.3423
1756,5,1,Suburb,2005,171780.0882
2226,4,3,Suburb,1993,269637.4471
2284,3,3,Rural,1968,224572.8379
1689,5,1,Rural,1982,157798.8951
2047,3,3,Rural,1981,251686.9659
1686,2,3,Urban,1976,267985.9532
1785,2,3,Urban,1974,271802.7003
1339,5,3,Urban,2008,63414.71357
1411,5,2,Suburb,1983,193942.9148
2996,4,2,Suburb,2021,327147.003
2284,2,1,Rural,2006,242151.4286
1285,5,2,Rural,2010,161463.9243
2536,4,1,Urban,2020,264395.3805
2109,3,2,Urban,2009,112692.0798
1849,4,2,Suburb,2007,240025.7632
1429,2,1,Urban,1967,199016.8798
2604,4,1,Rural,1951,308741.4544
1030,4,1,Urban,1961,119228.8312
2733,5,3,Rural,1950,235746.4451
1602,4,3,Urban,2017,199212.6473
1439,2,3,Rural,2020,150940.8101
1984,4,1,Rural,1973,338342.6812
2372,4,3,Rural,2010,240613.7674
2918,2,2,Suburb,1989,384502.3631
1411,3,2,Suburb,1979,152691.354
1527,3,2,Suburb,2001,105456.5339
1309,2,2,Rural,1971,133444.9405
1948,3,3,Urban,2009,221468.9633
2419,4,3,Suburb,1971,248973.6874
2811,5,2,Urban,1969,299547.2002
2361,2,1,Suburb,2002,264137.1353
1673,4,2,Urban,1977,192063.8285
1436,5,2,Urban,1954,213541.1735
1703,4,1,Rural,1993,230610.3293
1662,2,1,Suburb,1995,164028.8552
1364,4,3,Rural,1972,102595.4358
1922,2,1,Rural,1959,208596.2056
1112,4,1,Urban,1956,167424.7982
2808,5,3,Urban,1983,285296.9859
1175,5,3,Urban,1995,128836.7201
2172,5,2,Rural,2000,272438.7021
2201,3,2,Suburb,1968,301331.0899
1935,4,1,Rural,1964,345141.3837
1381,4,3,Suburb,2015,189845.6262
2246,5,1,Rural,1994,261065.4365
2282,2,1,Rural,1974,208831.3348
2808,3,2,Rural,1984,409764.7067
2212,4,1,Rural,1957,352096.7251
1305,4,1,Suburb,1968,169533.2588
2401,3,2,Urban,2018,216601.9074
1601,3,2,Rural,1987,82837.84089
1342,5,3,Urban,1956,163627.0243
2797,3,2,Suburb,1990,254339.2129
1155,5,3,Urban,1961,233655.9018
1711,3,3,Urban,2000,177632.4164
2078,3,2,Rural,1994,266528.9338
2789,4,2,Rural,1982,334772.8992
2465,5,2,Rural,1951,188656.8028
2708,3,1,Urban,1954,292839.3419
2223,3,2,Urban,1999,265394.8547
1402,4,3,Rural,1993,215669.9209
1613,2,3,Urban,1960,69508.7984
1796,4,3,Suburb,1991,334898.4221
2686,5,2,Rural,2017,272063.5704
1622,2,3,Urban,1982,93879.12926
2951,3,3,Suburb,2014,322021.7668
2801,5,1,Suburb,1980,304008.796
1602,2,2,Suburb,1962,155348.1992
1176,5,2,Suburb,1984,147590.7545
1448,4,3,Suburb,1983,248039.086
1742,2,1,Rural,1999,131320.8455
2564,2,3,Suburb,2011,371040.4127
2978,2,1,Urban,1959,365531.9493
1300,3,3,Urban,1958,193917.029
1706,4,3,Suburb,1958,157308.9385
1306,2,2,Suburb,1985,167246.7808
1750,5,1,Rural,2012,300102.6882
1868,3,1,Suburb,1985,240664.9617
2919,4,1,Urban,1989,255137.4275
2290,4,2,Rural,1987,176488.4416
1213,4,2,Urban,1970,69327.2556
2617,4,3,Suburb,1962,358073.3477
2663,3,1,Suburb,1985,231006.5677
1482,4,1,Urban,2013,180659.8692
2285,5,3,Rural,1988,314070.3204
2090,5,3,Rural,2001,260522.3698
2597,5,3,Rural,2010,204405.6942
1132,2,3,Rural,2007,99583.60063
2672,4,1,Rural,1974,305010.5925
2563,5,3,Rural,1995,275324.4278
1511,4,1,Suburb,1984,246970.8119
1210,3,1,Rural,2009,122235.2484
1987,5,1,Urban,1957,255782.725
1986,2,3,Suburb,2010,244280.8112
1716,2,3,Urban,1964,181820.0419
1252,3,3,Rural,1987,147603.8384
1037,5,3,Rural,2002,124399.9949
2066,3,2,Suburb,1990,322934.2212
1628,2,3,Rural,1962,236153.7395
2428,2,2,Suburb,2004,372766.9071
1986,4,3,Suburb,1994,221339.5989
2725,3,2,Rural,2018,202649.0933
1045,2,3,Suburb,2004,12884.88429
2477,5,3,Suburb,1980,215208.0265
2701,5,1,Urban,1961,327645.146
1304,2,2,Urban,1989,189175.5077
2738,3,3,Rural,1968,337065.3545
1232,3,2,Urban,1970,282897.1358
1244,5,1,Rural,1990,89925.7075
2744,2,2,Rural,2016,283611.0666
1759,5,3,Suburb,2008,259181.1654
2318,3,1,Suburb,1956,250598.0533
1838,2,3,Rural,1982,136063.4559
2406,5,1,Urban,1955,311847.4938
1157,2,1,Rural,1951,116620.4059
2428,4,2,Rural,1956,256422.4043
2024,5,3,Suburb,1992,208309.5638
1216,5,3,Suburb,1962,119822.4861
1927,4,1,Suburb,1965,252568.1344
1506,3,3,Urban,1966,238140.6632
1760,5,1,Rural,1957,316975.2696
1903,5,2,Urban,2008,194964.7975
1580,3,1,Suburb,1961,193574.3579
2053,2,3,Urban,1969,273002.9322
1626,4,1,Urban,2014,263753.4452
1519,3,3,Suburb,1954,130386.0245
2904,2,2,Rural,2004,297329.326
1274,4,2,Urban,1997,154794.5596
1491,2,1,Urban,1967,129702.7792
1826,5,2,Rural,1988,187293.0399
1950,4,2,Urban,2021,166122.9737
1925,2,1,Urban,1956,266851.3193
1846,4,3,Rural,1970,201209.0548
2059,2,1,Rural,1950,190474.0873
2334,2,1,Urban,1963,197583.899
2067,5,3,Rural,2001,257371.4245
2178,3,2,Rural,1982,324994.2985
2100,4,1,Urban,1964,227483.7063
2613,5,1,Suburb,1999,296677.763
2636,4,3,Urban,1962,313739.048
2461,3,1,Urban,1982,265865.9567
2455,5,3,Rural,2015,198093.6045
2565,3,1,Suburb,2002,263988.9511
1038,5,1,Suburb,1950,106905.8279
1238,5,3,Suburb,1993,189571.3936
2036,5,3,Rural,2014,259166.1688
1121,5,1,Rural,2012,132963.3355
1143,2,3,Suburb,1965,155304.9982
1683,4,1,Suburb,1968,188520.0459
1454,2,3,Rural,1983,111332.706
1367,2,2,Rural,1988,122821.9203
1758,2,2,Urban,2009,208691.2283
1246,5,2,Urban,1964,125325.6815
1922,5,2,Rural,2001,293199.5115
2068,3,1,Suburb,2000,204158.0875
1764,4,1,Rural,1995,147908.1401
1374,3,2,Suburb,2018,248022.1437
2314,3,2,Rural,1985,271994.5163
1206,4,2,Urban,2003,239024.6992
2947,4,3,Urban,1963,346195.864
1518,3,1,Urban,1953,138252.8367
2981,3,2,Rural,1987,317416.2143
1241,3,2,Rural,2016,122025.4804
2645,5,1,Suburb,1982,352158.2551
2137,4,2,Rural,1989,248793.8072
1818,4,2,Rural,2007,359004.6625
1301,2,1,Urban,1956,158411.2678
2299,5,1,Suburb,2004,392104.6654
2119,5,3,Urban,2019,226979.9333
2317,4,1,Rural,2005,209885.6096
1700,5,2,Urban,1958,225178.8647
2383,3,1,Urban,2020,235505.8162
1287,4,1,Suburb,1999,216726.6217
1153,4,2,Rural,1956,169693.5873
2593,5,1,Suburb,1992,247149.5593
1422,4,3,Urban,1991,178501.8744
2939,5,1,Suburb,2018,409325.5042
1849,5,1,Suburb,2015,263724.5374
1049,5,2,Rural,1983,66732.2073
2230,3,3,Suburb,1988,335253.9268
1563,5,3,Urban,1956,249110.476
1853,5,1,Suburb,1998,243404.2796
1882,2,3,Urban,2020,281641.7983
1661,2,2,Suburb,1999,197050.3845
1564,3,1,Suburb,1987,145104.3968
1212,3,3,Suburb,1957,222364.843
2089,5,2,Rural,1955,182730.0693
2255,2,2,Suburb,1994,204932.6337
2908,3,2,Urban,1983,412409.1822
1810,4,1,Urban,2011,166257.6045
1849,4,2,Rural,1993,234879.8649
2686,5,2,Suburb,2006,316132.3981
2740,2,1,Urban,2009,223871.7072
2343,4,1,Suburb,2006,235119.5833
2790,2,2,Rural,2012,231367.6796
2160,3,1,Suburb,2016,242315.7064
1880,2,3,Suburb,1972,176024.8617
2670,5,1,Urban,2018,344241.0341
2960,2,2,Rural,1968,419421.891
2589,4,1,Rural,1995,264592.9171
2088,2,1,Rural,1965,266942.7795
2537,2,2,Suburb,1973,79968.12803
2155,2,2,Rural,2017,262469.3407
1333,3,1,Urban,1988,216275.6877
1031,5,3,Urban,2014,120795.7575
1867,4,3,Suburb,1968,117006.4106
1897,4,2,Rural,1972,245437.6422
2895,2,3,Rural,1980,327060.4847
2521,2,1,Urban,1956,301751.6122
2266,3,2,Urban,1972,258914.6794
2215,5,1,Suburb,1979,263648.4087
2165,4,3,Suburb,1996,185214.9624
2683,5,3,Urban,1988,341714.226
1600,4,3,Rural,1985,274638.2465
2584,2,2,Rural,1964,216590.4932
2671,3,3,Suburb,1982,287048.8345
1987,3,2,Urban,1984,185254.032
2214,2,2,Urban,1972,214114.2322
2965,2,2,Urban,2007,326172.3148
2172,2,2,Rural,1977,247899.4196
1598,5,2,Rural,1992,170633.9536
2439,2,2,Suburb,1954,333284.7795
1519,5,3,Urban,1963,229915.7205
2758,2,2,Rural,1956,322115.8718
1868,3,1,Rural,2002,297902.3602
1015,5,1,Suburb,1952,125784.2446
2831,3,1,Urban,1962,277049.8043
2129,2,3,Suburb,1952,265726.837
1282,2,2,Rural,2007,130104.1496
2127,4,3,Rural,1984,320916.4247
1360,5,3,Suburb,2006,163218.2754
2681,5,2,Suburb,2017,346236.3451
2058,5,3,Suburb,2001,194094.1276
1112,5,2,Urban,1951,100489.4719
1307,3,2,Suburb,1961,125735.1499
2934,5,2,Suburb,1951,337550.5278
1958,3,1,Suburb,1988,264392.7024
2076,2,2,Rural,2004,311043.4615
2882,3,2,Rural,2000,295003.5239
2104,5,3,Suburb,2013,246116.236
2639,3,1,Rural,1985,268742.8266
1833,5,3,Suburb,1972,215243.7065
2392,3,3,Suburb,2020,235877.3428
1241,4,1,Suburb,2011,83275.99859
1030,5,3,Rural,1964,138525.6229
2852,3,3,Urban,2007,290229.2614
1703,5,2,Urban,1984,242144.9442
1868,2,1,Rural,2016,169316.0741
2384,3,1,Urban,2002,225214.6993
1232,3,1,Urban,1985,154008.745
2633,4,3,Urban,1984,249493.6234
2057,5,3,Suburb,1962,265269.5754
2266,3,1,Suburb,1973,291492.0882
1950,4,3,Urban,2018,197532.8691
1058,4,1,Suburb,1961,39915.07275
1770,4,3,Rural,1978,239499.3825
2552,5,1,Suburb,1952,269752.6501
2101,5,1,Suburb,1981,177217.5514
1717,3,3,Suburb,1970,119634.0073
1301,5,1,Suburb,2007,179836.3005
2701,5,1,Suburb,1990,247245.4728
1802,2,2,Suburb,1956,307463.8288
1896,5,1,Urban,1952,169600.2404
1111,2,1,Urban,2021,143805.739
2436,3,2,Suburb,1956,273064.9298
2923,4,1,Suburb,1965,245412.4784
1316,2,1,Suburb,1970,221121.3095
2888,3,2,Rural,1964,261597.9917
2168,2,3,Suburb,1986,361709.9899
1667,5,1,Rural,1979,142643.9455
1689,3,3,Suburb,2004,275372.5057
2881,4,1,Suburb,2006,278220.2046
2671,2,1,Urban,1995,340621.1863
2953,5,3,Rural,2020,351559.0209
2850,3,2,Suburb,2021,217702.9976
1017,5,2,Suburb,1996,226939.7787
2374,3,1,Urban,2019,194858.6085
2978,2,2,Urban,2016,315982.455
2178,3,1,Suburb,2008,192574.8612
2807,2,1,Rural,1965,297808.5911
2529,3,3,Urban,1977,316417.3012
1777,5,3,Suburb,2018,197040.6441
1359,5,2,Suburb,1979,100378.0321
1331,2,3,Rural,1999,121367.5938
2941,4,1,Urban,2007,325505.7059
1527,2,2,Rural,1961,120525.1859
1011,5,3,Suburb,1990,174492.2705
2098,3,2,Urban,1951,179965.6937
1211,4,2,Suburb,1971,176004.4977
2714,5,1,Suburb,1986,268001.4335
1640,4,2,Suburb,2009,311259.8466
1282,2,1,Rural,2002,169843.6017
2218,5,1,Urban,1999,299257.4559
1779,2,2,Urban,1954,175027.1745
2053,5,3,Rural,1993,283322.2529
2032,5,3,Suburb,1952,236999.8027
2332,2,2,Urban,2000,242699.7046
2468,5,1,Rural,1978,299256.3768
2333,4,1,Rural,1957,191300.9449
1676,4,2,Suburb,1994,168200.0204
1704,2,2,Urban,1977,153915.8557
1425,3,3,Urban,1956,268175.8549
2840,4,1,Rural,1955,378313.9223
2795,5,1,Urban,2001,274257.6431
2727,2,2,Rural,1955,325462.2171
1590,3,1,Suburb,1971,158391.6759
2714,2,2,Suburb,1972,324686.627
1090,4,1,Urban,2009,184282.9582
1455,5,3,Suburb,1982,167900.8244
1443,4,1,Urban,1964,130655.3628
2750,2,2,Rural,1960,299410.3415
1078,5,2,Urban,1970,137401.6016
2498,3,1,Suburb,1961,279313.1525
1926,4,3,Suburb,1962,253730.3414
1102,2,3,Urban,1989,145419.3121
1622,5,3,Suburb,2001,231233.6387
2479,2,2,Urban,1973,252751.9547
1989,3,2,Urban,1999,228248.4388
2337,3,3,Rural,1952,219664.3067
